strekkode;vare;beskrivelse;kategori;enhet
7025110207883;Iskaffe Sweet Caramel;Coop;mat;stk
7025110207913;Iskaffe Cappuccino;Coop;mat;stk
7025110207975;Sort iste smak av eple 1L;Coop;mat;stk
7025110208033;Fiskeburger mac'n cheese 250g;Coop;mat;stk
7025110208088;Potetsalat 750 g;X-Tra;mat;stk
7025110208118;Rekesalat 400 g;Xtra;mat;stk
7025110208149;Italiensk Salat;Xtra;mat;stk
7025110208170;Potetsalat Med Purre Og Sylteagurk;COOP;mat;stk
7025110208262;Coleslaw;Coop;mat;stk
7025110208668;Pålegg Kyllingfilet Paprika & Urter 100g;Coop;mat;stk
7025110208699;Kyllingkorv;Xtra;mat;stk
7025110208774;Potet Staver;Coop;mat;stk
7025110208958;Wienerpølser;Coop;mat;stk
7025110209016;Ekstra Store Egg fra Frittgående Norske Høner 10 Egg 700g - 850g;Coop;mat;stk
7025110209047;Gårdsegg med solgul plomme 10 egg 53-75g;Coop;mat;stk
7025110209078;Okse Kraft;Coop;mat;stk
7025110209108;Kyllingkraft;Smak;mat;stk
7025110209139;Smak Grønnsakskraft;Coop;mat;stk
7025110209191;Frii saft, sitron & lime 750 ml;Coop;drikke;stk
7025110209221;Sommer Friii Smak av jordbær 7,5dl;Frii;mat;stk
7025110209252;Pannekaker 960 g;Xtra;mat;stk
7025110209306;Smak Salsiccia Rå;Coop;mat;stk
7025110209337;Smak Habanero Rå Pølser;Coop;mat;stk
7025110209399;Black aged pepper Rå pølser;Coop;mat;stk
7025110209542;Sprudle Sitron 330ml;Coop;mat;stk
7025110209665;Sprudle Jordbær & Limonade;Sprudle;mat;stk
7025110210029;Potetchips Salt og Pepper 300g;Coop;mat;stk
7025110210050;Korean Style;Coop;mat;stk
7025110210081;Vafler Miks 591g;Coop;mat;stk
7025110210111;Pannekaker Familiepose;Coop;mat;stk
7025110210142;Guacamole 150g;Coop;mat;stk
7025110210289;Sprudle Lime 1,5 L;Coop;mat;stk
7025110210555;Laksefilet - Coop;;mat;stk
7025110210791;Iste Smak av Sitron 1,5L;Coop;mat;stk
7025110210821;Iste Smak av Sitron Uten Sukker 1,5L;Coop;mat;stk
7025110210852;Iste fersken Uten Sukker 1,5 liter;Coop;mat;stk
7025110210968;Quinoa salat ingefær chili;Coop;mat;stk
7025110210999;Bønnesalat;Coop;mat;stk
7025110211026;Krone-is Jordbær 402 gram;Coop Norge SA;mat;stk
7025110211057;Krone Is Sjokoladesmak 6 x 67,5 gram;Coop;mat;stk
7025110211217;Coop Dagens Pasta arrabiata 320g;Coop;mat;stk
7025110211248;Satay Kylling Og Ris 350g;Coop;mat;stk
7025110211279;Dagens Pasta Carbonara 320 g;Coop;mat;stk
7025110211323;Revet Ost 300 g;Coop;drikke;stk
7025110211354;Syltet Rødløk;Coop;mat;stk
7025110211385;Vegetardag falafel 180g;Coop;mat;stk
7025110211675;Rødvinssaus;Coop;mat;stk
7025110211705;Peppersaus;Smak;mat;stk
7025110211736;Bearnaisesaus;Smak Coop;mat;stk
7025110211798;Jordbær 500 gram;Coop;mat;stk
7025110212177;Bakt Potet;Coop;mat;stk
7025110212252;Tyttebærsyltetøy 370g;Coop;mat;stk
7025110212313;Karbonader (72% kjøtt) 450 g;Coop;mat;stk
7025110212375;Nektariner 460 gram;Smak;mat;stk
7025110212412;Fersken 500 gram;Smak;mat;stk
7025110212474;Fiskekaker;Coop;mat;stk
7025110212504;Fiskeburger;Coop Xtra;mat;stk
7025110212658;Sous Vide matpotet 500 g;Coop;mat;stk
7025110212740;Hamburgere av storfekjøtt 2 x 110 g;X-Tra;mat;stk
7025110213082;Skivet Filet Kylling;Coop;mat;stk
7025110213112;Salatkjøtt kylling;Coop;mat;stk
7025110213143;Grillet Kylling 600 g;Xtra;mat;stk
7025110213303;Cotton Candy Druer;Coop;mat;stk
7025110213426;Dagens Pasta Bolognese 320g;Coop;mat;stk
7025110213457;Tikka Masala 350g;Coop;mat;stk
7025110213488;Chop suey med nudler 350 g;coop DAGENS;mat;stk
7025110213570;Pizza Chorizo;Coop;mat;stk
7025110213600;Pizza Saus Original;COOP;mat;stk
7025110213631;Spicy Pizza Saus;Coop;mat;stk
7025110213662;Pizza Saus Hvit;Coop;mat;stk
7025110213884;Kyllingfilet 430g;Coop;mat;stk
7025110213914;Kyllingfilet Naturell;coop;mat;stk
7025110213945;Kyllingfilet Naturell 1 kg;coop;mat;stk
7025110214003;Pizza Ventricina;Coop;mat;stk
7025110214157;Smøreost med smak av skinke Tube 150g;Coop;drikke;stk
7025110214188;Tubeost Med Smak Av Bacon 150g;X-Tra;drikke;stk
7025110214249;Pizza Rømmedressing 125g;coop FRISK;drikke;stk
7025110214300;Kyllingpålegg;Xtra;mat;stk
7025110214522;Krydderlaks;Coop;mat;stk
7025110214560;Vegetardag chunks 250g;Coop;mat;stk
7025110214973;Svinebog;Coop;mat;stk
7025110215062;Gulerot 1000 gram;Coop;mat;stk
7025110215086;Gulerot 750 gram;;mat;stk
7025110215260;Lettsaltet Torskefilet 4 x 100 g;Coop;mat;stk
7025110215277;Blomkål Og Brokkolitopper;Coop;mat;stk
7025110215291;Torskefilet 4 x 100 g;Coop;mat;stk
7025110215383;Sort iste smak av bringebær 1L;Coop;mat;stk
7025110215444;Potetsalat;Coop;mat;stk
7025110215475;grillpotetsalat;coop;mat;stk
7025110215697;Rustikke Potetstaver;Coop;mat;stk
7025110215727;Blomkål ogbronkolitopper;Coop;mat;stk
7025110215758;Fiskekaker;Coop;mat;stk
7025110215949;Jalapeno Cheese Dip;coop;mat;stk
7025110215970;Eggesalat;Coop;mat;stk
7025110216007;Fyldig Remulade;Coop;mat;stk
7025110216038;Syltet Ingefær;Coop;mat;stk
7025110216144;Favoritt Brød Fullkorn;Coop;mat;stk
7025110216175;Favoritt Brød;Coop;mat;stk
7025110216205;Havrebrød Rund;Coop;mat;stk
7025110216236;Brød Spelt;Coop;mat;stk
7025110216298;Spicy Tunfisk Salat;Coop;mat;stk
7025110216328;Kylling Salat Gyros;Coop;mat;stk
7025110216441;Potetchips Salt 370g;X-Tra;mat;stk
7025110216571;Pølsegryte Med Makaroni 800g;Coop;mat;stk
7025110216632;Crispy Fiskeburger M/ Ost;Coop;mat;stk
7025110216694;Pannekaker;Coop;mat;stk
7025110216724;Sprø Potetstaver Familiepose;Coop;mat;stk
7025110216731;Sprø Pommes Frites;Coop;mat;stk
7025110216779;Pizzadeig;Coop;mat;stk
7025110216861;Pizza Nduja;Coop;mat;stk
7025110216892;Pizza Parmesan Dressing;Coop;mat;stk
7025110216922;Pizza Blue Cheese Dressing;Coop;mat;stk
7025110217042;Grill Perfect Coleslaw Kit;Coop;mat;stk
7025110217103;Vasket Og Klar Wokmiks;Coop;mat;stk
7025110217165;Snack-paprika 300 gram;Coop;mat;stk
7025110217196;Majones;Xtra;mat;stk
7025110217226;Lettmajones;Xtra;mat;stk
7025110217356;xtra chips paprika;xtra;mat;stk
7025110217370;Potetchips Paprika 290g;X-tra;mat;stk
7025110217400;Sandwich Fløteis;Xtra;mat;stk
7025110217431;Lårfilet Smokey BBQ;Coop;mat;stk
7025110217493;Tranebærnektar 1 L;Coop;drikke;stk
7025110217523;Topisk Nektar;Coop Norge SA;drikke;stk
7025110217578;Overlår av saktevoksende kylling. Med bein og skinn;Coop;mat;stk
7025110217813;Kålmix;Coop;mat;stk
7025110217844;Potetsalat Med Soltørket Tomat Og Syltet Rødløk 230g;Coop Smak*;mat;stk
7025110217967;Kaviar;Coop;mat;stk
7025110218056;Grove, ferdigstekte pannekaker med havre 6 stk 360 gram;Coop;mat;stk
7025110218087;Pizza Taco Kjøttdeig;Coop;mat;stk
7025110218117;Dagens Pasta Crema, mikro-måltid 320 g;coop DAGENS;mat;stk
7025110218148;Kyllingfilet Med Pepper Og Hvitløk;Coop;mat;stk
7025110218230;Scampi Med Urter Og Hvitløk 170g;Coop;mat;stk
7025110218261;Crispy Kylling;Coop;mat;stk
7025110218339;Minuttbiff Black Garlic Svin;Coop;mat;stk
7025110218360;Iste smak av Fersken 1,5L;Coop;mat;stk
7025110218391;Iste Fersken Sukkerfri 1.5l;Coop;mat;stk
7025110218421;Iste smak av Sitron 1,5L;Coop;mat;stk
7025110218483;frokost juice;fra konsentrat;drikke;stk
7025110218544;Appelsinjuice fra konsentrat 1,5L;Coop;drikke;stk
7025110218575;Eple Juice 1,5L;Coop;drikke;stk
7025110218605;Appelsinjuice;Xtra;drikke;stk
7025110218636;Eplejuice fra konsentrat 1,5L;X-Tra;drikke;stk
7025110218667;Appelsinjuice Premium 1,5L;Coop;drikke;stk
7025110218759;Appelsinjuice Med Fruktkjøtt 1,5L;Coop;drikke;stk
7025110218780;Økologisk Yoghurt Naturell 470g;Änglamark;drikke;stk
7025110218810;Økologisk Yoghurt Vanilje 470g;Änglamark;drikke;stk
7025110218841;Premium Cloudy Eple Juice 1,5L;Coop;drikke;stk
7025110218872;Lksefilet Sitronpepper;coop;mat;stk
7025110218902;Små gule poteter;Coop;mat;stk
7025110219114;Cheesy Bacon Pølse;Coop;mat;stk
7025110219145;Cheesy Chilli;Coop;mat;stk
7025110219244;Vasket Og Klar Isbergmiks;coop;mat;stk
7025110219282;Agurk 1;Coop;mat;stk
7025110219343;Most Bær;Coop;mat;stk
7025110219374;Most Bringebærsyltetøy;Coop;mat;stk
7025110219404;Most Blåbær Syltetøy 410g;Coop;mat;stk
7025110219435;Eple-Nektar 1.5L;Coop;drikke;stk
7025110219466;Dagens Red Curry Med Nudler Og Scampi;Coop;mat;stk
7025110219848;Røkt Laks;Coop;mat;stk
7025110220011;Søtpotet og paprika suppe 350g;coop;mat;stk
7025110220042;Løk suppe;Coop;mat;stk
7025110220073;Blomkålsuppe Med Fennikel 350g;Coop;mat;stk
7025110220141;Peppersaus;Coop;mat;stk
7025110220172;Smak Rødvinssaus 220g;Smak;mat;stk
7025110220202;Smak* Soppsaus;Coop Norge SA;mat;stk
7025110220233;Smak Bernaisesaus;Coop;mat;stk
7025110220288;Kjøttdeig av kylling 600 g;Xtra;mat;stk
7025110220332;Dagens Biff Stroganoff 320g;coop DAGENS;mat;stk
7025110220363;Dagens Kyllingfrikasse 320g;Coop;mat;stk
7025110220912;Crispy Kyllingburger 2 x 125 g;Coop;mat;stk
7025110221025;Jordbær Syltetøy 370g;Coop;mat;stk
7025110221056;Jordbær Syltetøy 370g;Coop;mat;stk
7025110221087;Bringebær Syltetøy;Coop;mat;stk
7025110221179;Tyttebær Syltetøy;Coop;mat;stk
7025110221209;boysenbær syltetøy;coop;mat;stk
7025110221247;Appelsinnektar;Coop Norge SA;mat;stk
7025110221278;Spicy Crabsticksalat;Alna As;mat;stk
7025110221346;AkevittGravet Laks;Coop;mat;stk
7025110221377;Seifilet 4 x 100 g;Coop;mat;stk
7025110221513;Søtpotetmos;Coop;mat;stk
7025110221995;Dagens Gulasj 320g;Coop;mat;stk
7025110222053;Aromasopp;Coop;mat;stk
7025110222220;Butter Chicken;Coop;mat;stk
7025110222305;Gyros Saus;Coop;mat;stk
7025110222336;Mild Kebabsaus;Coop Norge SA;mat;stk
7025110222367;Hot Kebab Saus;Coop;mat;stk
7025110222398;Gyros;Coop;mat;stk
7025110222428;Kebab Coop;Coop;mat;stk
7025110222459;Kylling Gyros;Coop;mat;stk
7025110222787;Gresk Pitabrød 4 x 50 g;Coop;mat;stk
7025110222817;Rooibos iste røde frukter og bær 1L;Coop;mat;stk
7025110222916;Fløtepoteter Med Hvitløk;Coop;mat;stk
7025110222947;Blå Smoothie;Coop;drikke;stk
7025110222978;Rød Smoothie;Coop;drikke;stk
7025110223005;Hotdog topping (grill perfekt);Coop;mat;stk
7025110223302;Kyllingfilet;Coop;mat;stk
7025110223333;Chicken Thigh;Coop;mat;stk
7025110223364;Skivet Filet;Coop;mat;stk
7025110223395;Lårfilet Av Kylling;Xtra @ coop;mat;stk
7025110223524;Rosa Smoothie;Coop;drikke;stk
7025110223555;Mini Nanbrød 4 x 65 g;Coop;mat;stk
7025110223678;Hot Dog;Coop;mat;stk
7025110223883;Strimlet Kylling Lårkjøtt;Coop;mat;stk
7025110223913;Stor Pakke Kjøttdeig Av Kylling;Coop;mat;stk
7025110223944;Roastbeef;Coop;mat;stk
7025110223999;big beefy burger;Coop;mat;stk
7025110224026;Big Juicy Burger;Coop;mat;stk
7025110224057;Chili Burger 300g;Grill Perfekt;mat;stk
7025110224088;SKINNY BURGERS;Coop;mat;stk
7025110224194;Fiskekaker Storpakke;Coop;mat;stk
7025110224286;Bbq burger;Coop;mat;stk
7025110224415;Grillribbe Krydret;Coop;mat;stk
7025110224477;Små gule Poteter;Coop;mat;stk
7025110224552;Nypper Syltetøy;coop;mat;stk
7025110224583;Røkt Salami;Coop;mat;stk
7025110224613;Kyllingspyd Av Lårfilet Paprika;Coop Grill Perfekt;mat;stk
7025110224644;Kyllingfilet Skivet;Coop Grill Perfekt;mat;stk
7025110224736;Laks med skinn;Coop;mat;stk
7025110224798;Fiskeburger 80% 4 x 110 g;Coop;mat;stk
7025110224828;Fiskeburger Hvitløk Og Purre 80% 4 x 110 g;Coop;mat;stk
7025110224859;Grill perfekt Coop fiskeburger chilli cheese bacon;Coop;mat;stk
7025110224910;Hjertekaker;Coop;mat;stk
7025110225009;Piccolotomater 300g;Coop;mat;stk
7025110225054;Coop Tradisjonsrike Fiskekaker;Coop;mat;stk
7025110225160;Bacon uten svor;Coop;mat;stk
7025110225191;Bacon uten svor 2 x 100 gram;Coop;mat;stk
7025110225221;Bacon Smak;Coop;mat;stk
7025110225252;Chicken Sausage;Coop;mat;stk
7025110225740;Roastbiff;Coop;mat;stk
7025110225795;saftis;xtra saftis;mat;stk
7025110225825;Kebablefse;Coop;mat;stk
7025110225917;Potetbåter Med Grillkrydder;Coop Grill Perfekt;mat;stk
7025110226020;Potet;Coop;mat;stk
7025110226068;Nordblå Blåmuggost myk og kremet 150g;Coop;drikke;stk
7025110226099;Kremet Kyllingsuppe med kyllingbiter 350g;Coop;mat;stk
7025110226129;Minestrone Suppe 350g;Coop;mat;stk
7025110226303;Kyllingfilet Rå, Naturell;Coop;mat;stk
7025110226334;Kyllinglår Naturell;Coop;mat;stk
7025110226365;Kyllinh Vingekubber;Coop;mat;stk
7025110226495;Kylling Filet;Xtra;mat;stk
7025110226723;Raskt & Enkelt Ferdigstekte Vafler 2stk 2 x 85 g;Coop;mat;stk
7025110226884;Syltet Rødløk;Coop;mat;stk
7025110226969;Linsesuppe med kylling og kikerter 350g;Coop;mat;stk
7025110226990;Wokmiks Red Curry;Coop;mat;stk
7025110227027;Wokmix Teriyaki;Coop;mat;stk
7025110227058;Croissant;Coop;mat;stk
7025110227089;Smak Makroner;Coop;mat;stk
7025110227119;Sokolado Skausmas;Coop;mat;stk
7025110227225;Røkte Kjøttpølser;Coop;mat;stk
7025110227379;Kyllingnuggets;Coop;mat;stk
7025110227430;Kyllingpanetter;Coop Super Crispy;mat;stk
7025110227461;Xstra Nuggets;Exstra;mat;stk
7025110227577;Smak Pastasaus;Coop;mat;stk
7025110227669;kjøttdeig 600g;coop;mat;stk
7025110227690;Smak* Revet Cheddar 150g;Coop;drikke;stk
7025110227751;Grana Padano;Coop;mat;stk
7025110227904;Hot Wings;Coop;mat;stk
7025110228178;Boffpålegg;Coop;mat;stk
7025110228208;Strimlet Svinekjøtt av Ytrefillet 350 g;Coop;mat;stk
7025110228239;Svinekjøtt Strimlet;Coop Xtra;mat;stk
7025110228260;Mormors Fiskekaker;Coop;mat;stk
7025110228420;Bøkerøkt Bacon Uten Svor Økonomipaking;Coop - Fra Norske Bønder;mat;stk
7025110228451;Delikatessepoteter;Coop Smak;mat;stk
7025110228666;Frii saft appelsinsmak uten sukker 0,75L;Frii;drikke;stk
7025110228765;Rødløk;Coop;mat;stk
7025110229168;Dagens Grønnsakslasagne;Coop;mat;stk
7025110229199;Pasta Limone;Coop Dagens;mat;stk
7025110229250;Røkt Laks;Xtra;mat;stk
7025110229601;Sriracha Béarnaise;Coop;mat;stk
7025110229977;Ytrefilet I Tynne Skiver;coop;mat;stk
7025110230003;Benfrie Nakkekoteletter;Coop;mat;stk
7025110230065;Økologisk kullsyredrikk med smak av sitron og hylleblomst 330ml;Änglamark;drikke;stk
7025110230096;Ingefær og Sitron 330ml;Änglamark;drikke;stk
7025110230126;Bringebær og Grapefrukt 330ml;Änglamark;drikke;stk
7025110230157;Brus Med Appelsin Og Mandarin 330ml;Änglamark;drikke;stk
7025110230485;Pulled Pork;Coop;mat;stk
7025110230645;Lårfilet;Xtra;mat;stk
7025110230737;Sort Iste Fersken Uten Sukker;Coop;mat;stk
7025110230782;Sort Iste uten sukker;Coop;mat;stk
7025110230836;Ørretfilet;Coop;mat;stk
7025111283145;Coop Kokmalt Kaffe 500g;JACOBS DOUWE EGBERTS NORGE AS;drikke;stk
7025111283220;Coop Filtermalt Kaffe Gul 500g;JACOBS DOUWE EGBERTS NORGE AS;drikke;stk
7025130010159;Verdens Beste Boller 1kg;Møllerens;mat;stk
7025145992273;Flocons d’avoines complet;Terres&cereales Bio;mat;stk
7025150012102;Appelsin juice;RØRA FABRIKKER AS;drikke;stk
7025150014106;Eplejuice;RØRA FABRIKKER AS;drikke;stk
7025150014908;Frokostjuice;RØRA FABRIKKER AS;drikke;stk
7025160000571;Pølsebrød;GOMAN AS;mat;stk
7025165000040;Coop Formloff 500g;GOMAN AS;mat;stk
7025165000088;Coop Jegerbrød 750g;GOMAN AS;mat;stk
7025165000101;X-tra Kneippbrød 750g;GOMAN AS;mat;stk
7025165000132;Loff 500g;Coop;mat;stk
7025165000187;Pariserloff;Goman;mat;stk
7025165000217;Toastloff 600g;Coop;mat;stk
7025165000637;Coop Julekake 500g;GOMAN AS;mat;stk
7025165000873;Coop Kakemenn 4pk 250g;GOMAN AS;mat;stk
7025165001320;Liten Marsipankake;Coop;mat;stk
7025165002457;Superbrød;GOMAN AS;mat;stk
7025165002594;Burgerbrød;GOMAN AS;mat;stk
7025165003324;Prime Time Burgerbrød Rustic;Coop;mat;stk
7025165003621;Julebrød;GOMAN AS;mat;stk
7025165003690;X-tra Pølsebrød 240g;GOMAN JÆREN;mat;stk
7025165003706;Prime Time Rustic Burgerbrød;GOMAN JÆREN;mat;stk
7025165003775;Coop Prime Time Pølsebrød 400g;GOMAN JÆREN;mat;stk
7025165003799;Burgerbrød;GOMAN JÆREN;mat;stk
7025165003836;Grove burgerbrød tilsatt surdeig;GOMAN JÆREN;mat;stk
7025165004246;Telegramkake 2000 gram;Coop;mat;stk
7025165004383;Romkake;Coop;mat;stk
7025165005182;Marvpostei;Coop;mat;stk
7025165005731;Sprø knekkebrød;GOMAN NORDVEST AS;mat;stk
7025165006059;skillingsbolle 100 gram;Coop;mat;stk
7025165006554;Pizzabolle;Extra butikk;mat;stk
7025165006776;Gresk Landbrød;Coop;mat;stk
7025165007582;Vikingbrød;Coop;mat;stk
7025165007681;Grovbrød med linfrø;GOMAN ØSTFOLD/LETTBAKT;mat;stk
7025165007711;Coop Gullbygg Knekkebrød 250g;GOMAN NORDVEST AS;mat;stk
7025165007780;Solsikkebrød;Coop;mat;stk
7025165007926;Coop Matpakkebrød 800g;GOMAN JÆREN;mat;stk
7025165008084;Solbolle 120 gram;Coop Norge;mat;stk
7025165008329;Jødekaker;Coop;mat;stk
7025165008404;Myke Frokostbrød;Coop;mat;stk
7025165008442;Frokosybrød;Coop;mat;stk
7025165008626;Rugbrød med solsikkekjerner 1000g;Coop norge handel;mat;stk
7025165008923;Middelhavsloff;Coop;mat;stk
7025165009029;Änglamark Sesam Knekkebrød 230g;GOMAN NORDVEST AS;mat;stk
7025165009074;Knekkebrød med gresskarkjerner 230g;Coop;mat;stk
7025165009128;Marsipankake;Coop;mat;stk
7025165009579;Coop Wienerstang 300g;GOMAN AS;mat;stk
7025165009661;Skoleboller 2pk;Coop;mat;stk
7025165010025;Coop Vørtekake 500g;GOMAN ØSTFOLD/LETTBAKT;mat;stk
7025165010070;Burgerbrød 480g;Coop;mat;stk
7025165010148;Gulerotkake 400g;Ciop;mat;stk
7025165010193;Coop Skolebrødstang 350g;GOMAN NORDVEST AS;mat;stk
7025165010285;Coop Havreknekkebrød 180g;GOMAN NORDVEST AS;mat;stk
7025165010315;Smultringer 480g;Coop;mat;stk
7025165010322;Coop Prime Time Pølsebrød Multigrain 420g;GOMAN JÆREN;mat;stk
7025165010711;Prime Time BurgerBrød;Coop;mat;stk
7025165010780;Änglamark Havrebrød 750g;GOMAN ØSTFOLD/LETTBAKT;mat;stk
7025165010827;Coop Skåret Toastloff 750g;GOMAN ØSTFOLD/LETTBAKT;mat;stk
7025165010834;Toastkneip Skåret;Coop;mat;stk
7025165010940;Smultringer 18 x 35g;Coop;mat;stk
7025165011060;Bondebrød 750g;Goman;mat;stk
7025165011176;Coop Yoghurtbrød 750g;GOMAN KJELSTAD AS;mat;stk
7025165011206;Coop Landbrød Bokhvete 650g;GOMAN ØSTFOLD/LETTBAKT;mat;stk
7025165011213;Landbrød Med Solsikkekjerner;Coop;mat;stk
7025165011220;Coop Speltbrød med Solsikke 700g;GOMAN NORDVEST AS;mat;stk
7025165011404;Buns;Xtra;mat;stk
7025165011763;Yoghurtbrød;;mat;stk
7025165011954;Goro 140g;Coop;mat;stk
7025165012043;Fattigmann 100g;Coop;mat;stk
7025165012326;Coop Lauper 4pk 320g;GOMAN AS;mat;stk
7025165012371;Pølsebrød 8stk;Coop;mat;stk
7025165012425;Burgerbrød;Xtra;mat;stk
7025165012432;Prime Time Tasty Burgerbrød 320 g;Coop;mat;stk
7025165012449;Hverdagens beste Lettstekt Frøloff;Coop;mat;stk
7025165012975;Grove burgerbrød 6 x 80 gram;Coop;mat;stk
7025165013071;Burgerbrød Prime Time;Coop;mat;stk
7025165013088;Pølsebrød - Grill Perfekt;Coop;mat;stk
7025165013675;Focaccia Rosmarin & Salt;Coop - Nystekt I Butikk;mat;stk
7025165014757;Napoleonkake;Coop;mat;stk
7025165014771;Romkakestykke;Coop;mat;stk
7025165015327;Christian IV Brød 750g;Coop;mat;stk
7025165015990;Prinsesse stang;Goman Bakeriet;mat;stk
7025165017161;Gourmet Loff;Coop;mat;stk
7025165017390;Coop Lettstekt Kornbrød 750g;GOMAN ØSTFOLD/LETTBAKT;mat;stk
7025165017413;Coop Lettstekt Grovbrød 750g;GOMAN ØSTFOLD/LETTBAKT;mat;stk
7025165017437;Coop Lettstekt Frøloff 670g;GOMAN ØSTFOLD/LETTBAKT;mat;stk
7025165018410;Smak Landemannen 650g;GOMAN AS;mat;stk
7025165018595;Odelsbrød;Coop Norge SA;mat;stk
7025165110060;Eplekake;GOMAN NORDVEST AS;mat;stk
7025165303844;Store pølsebrød 600g;Nam!;mat;stk
7025165303851;pølsebrød 10;coop;mat;stk
7025165303875;Store burgerbrød 540g;Coop;mat;stk
7025165308771;Surdeigs Baguette;Coop;mat;stk
7025165309129;Fastelavensboller;Coop;mat;stk
7025165310132;Coop Sjokoladekake Form 400g;GOMAN NORDVEST AS;mat;stk
7025165310347;Grove Pølsebrød;Coop;mat;stk
7025165311030;Sportsknekkebrød 200g;Coop;mat;stk
7025165311467;Frøknekkebrød 200 g;coop;mat;stk
7025167000031;Favoritt Brød Havre;GOMAN AS;mat;stk
7025167000048;Favorittbrød Fullkorn;GOMAN AS;mat;stk
7025167000055;Coop Favorittbrød av Hvete 12pk 450g;GOMAN AS;mat;stk
7025167000925;Berlinerbolle med bringebærsyltetøy;Coop;mat;stk
7025167000987;Coop Runde Havre 18pk 675g;GOMAN AS;mat;stk
7025167000994;Coop Focaccia Salt og Rosmarin 400g;GOMAN AS;mat;stk
7025167001052;Minipizza Prosciutto;Coop Norge SA;mat;stk
7025167001403;Landlig Surdeigsbrød Med Valmuefrø;Coop;mat;stk
7025167001410;Coop Surdeigsbaguette Bs 700g;Coop;mat;stk
7025167001472;Coop Brioche Sjokolade 600g;GOMAN AS;mat;stk
7025167001625;Coop Foccaccia;Coop;mat;stk
7025167001731;Store Burgerbrød;GOMAN AS;mat;stk
7025167001762;Coop Rustikk Brød 700g;GOMAN AS;mat;stk
7025167001823;Surdeigsbrød;COOP;mat;stk
7025167002042;Sourdough Baguette;Smak;mat;stk
7025168000306;Sirupskake;Coop;mat;stk
7025168001310;Coop Kystbrød 750g;GOMAN AS;mat;stk
7025168001327;Superbrød 750 g;Coop;mat;stk
7025168001419;7-kornbrød;Smak;mat;stk
7025168001594;Kongebrød;Coop;mat;stk
7025168001624;Fiber og frø grovbrød 650 gram;Coop;mat;stk
7025168001747;Coop Sportsbrød 750g;GOMAN AS;mat;stk
7025168001860;Coop Havreproteinbrød 500g;GOMAN AS;mat;stk
7025168001877;Speltbrød;Coop;mat;stk
7025168001884;Havregull, grovt brød med havre 750 gram;Coop;mat;stk
7025168001914;Coop Glutenfri Spirebrød 500g;GOMAN AS;mat;stk
7025168002461;Slåttebrld;Coop;mat;stk
7025168002478;Tindebrød med linfrø og sesamfrød;GOMAN AS;mat;stk
7025168002539;Telemarksbrød;Goman;mat;stk
7025168002591;Bread;Coop;mat;stk
7025168002805;Spleisebrød;Coop;mat;stk
7025168002867;Glimt Brød 750 g;Coop;mat;stk
7025168003055;Ostelandgang;Coop;mat;stk
7025168003635;Pizzatwist;Coop;mat;stk
7025168003826;Fine Rundstykker;Xtra;mat;stk
7025168004762;Havreprotein brød;Goman;mat;stk
7025168005417;Frokostbrød med frø;Coop;mat;stk
7025168005585;Ostehorn;Coop;mat;stk
7025168006049;Skolebrød 110 gram;Coop Norge SA;mat;stk
7025168007152;Rosinboller;GOMAN AS;mat;stk
7025168007169;Hveteboller;GOMAN AS;mat;stk
7025168007176;Sjokoladeboller;GOMAN AS;mat;stk
7025168007244;Kanelboller 300g;Coop;mat;stk
7025168008128;Wienerflette;Coop;mat;stk
7025168008364;Kakemenn 4pk 270g;Coop;mat;stk
7025168009569;Sjokoladekake;coop;mat;stk
